,RecipientEntityKey,RecipientEntityID,EntityPrefix,EntityType,RecipientName,IsNotRegistered,DoNotUse,IsDissolved,FullName,LastName,FirstName,MiddleInitial,RecipientAddress,RecipientCity,RecipientState,RecipientZip,IsContributingEntity,IsRecipientEntity,SupportCandidateEntityKey,IsCurrentExecutiveBranch,ContributorTypeGroup,ContributorTypeGroupDesc
1379,23154,16CAC02166,CAC,Candidate Committee,GILBERT AYALA FOR LEGISLATURE,1.0,,,,,,,NOT REGISTERED,OMAHA,NE,68105,,1,25180,False,PCB,"Party, Candidate or Ballot Question Commitee"
1380,23155,16CAC02167,CAC,Candidate Committee,JOHN SCIARA FOR LEGISLATURE,1.0,,,,,,,NOT REGISTERED,OMAHA,NE,68111,,1,25201,False,PCB,"Party, Candidate or Ballot Question Commitee"
1381,23156,16CAC02168,CAC,Candidate Committee,"MARK G. ELWORTH, JR",1.0,,,,,,,NOT REGISTERED,OMAHA,NE,68108,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1382,23157,16CAC02169,CAC,Candidate Committee,ROGER HOLTHAUS LEARNING COMMUNITY,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,68000-0000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1383,23158,16CAC02170,CAC,Candidate Committee,JILL WOODWARD LEARNING COMMUNITY,1.0,,,,,,,NOT REGISTERED,SOMEWHERE,NE,00000-0000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1384,23159,16CAC02171,CAC,Candidate Committee,SCOTT JAPP - PAPIO-MISSOURI NRD,1.0,,,,,,,NOT REGISTERED,SOMEWHERE,NE,00000-0000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1385,23160,16CAC02172,CAC,Candidate Committee,CHAD SCEBOLD PAPIO-MISSOURI NRD,1.0,,,,,,,NOT REGISTERED,SOMEWHERE,NE,00000-0000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1386,23161,16CAC02173,CAC,Candidate Committee,TODD HAYNE FOR MUD BOARD,1.0,,,,,,,NOT REGISTERED,SOMEWHERE,NE,00000-0000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1387,23162,16CAC02174,CAC,Candidate Committee,MIKE MCGOWN FOR MUD BOARD,1.0,,,,,,,NOT REGISTERED,SOMEWHERE,NE,00000-0000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1388,23163,16CAC02175,CAC,Candidate Committee,PAT MCPHERSON FOR MUD BOARD,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1389,23164,16CAC02176,CAC,Candidate Committee,BRIAN E JENSEN BENNINGTON CITY COUNCIL,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1390,23165,16CAC02177,CAC,Candidate Committee,CHRIS FOLTZ BENNINGTON CITY COUNCIL,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1391,23166,16CAC02178,CAC,Candidate Committee,BRIAN FITZGERALD BENNINGTON CITY COUNCIL,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1392,23167,16CAC02179,CAC,Candidate Committee,JEFF RYCHLY BENNINGTON CITY COUNCIL,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1393,23168,16CAC02180,CAC,Candidate Committee,ZACHARY JOHNS BENNINGTON CITY COUNCIL,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1394,23169,16CAC02181,CAC,Candidate Committee,JOANN BAUMERT BENNINGTON CITY COUNCIL,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1395,23170,16CAC02182,CAC,Candidate Committee,MARIS BENTLEY MILLARD BOARD OF EDUCATION,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,29505,False,PCB,"Party, Candidate or Ballot Question Commitee"
1396,23171,16CAC02183,CAC,Candidate Committee,AMBER PARKER MILLARD BOARD OF EDUCATION,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1397,23172,16CAC02184,CAC,Candidate Committee,MARILOU ROTH OPS,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1398,23173,16CAC02185,CAC,Candidate Committee,MARY GEORGE FOR REGENT,,,,,,,,5507 I AVENUE,KEARNEY,NE,68847,,1,25315,False,PCB,"Party, Candidate or Ballot Question Commitee"
1399,23174,16CAC02186,CAC,Candidate Committee,MICHAEL J. COOK FOR LEGISLATURE,,,,,,,,3109 CRYSTAL DRIVE,BELLEVUE,NE,68123,,1,25205,False,PCB,"Party, Candidate or Ballot Question Commitee"
1400,23175,16CAC02188,CAC,Candidate Committee,RICKY SMITH FOR OPS BOARD DIST 1,,,1.0,,,,,4824 MANDERSON,OMAHA,NE,68104,,1,25321,False,PCB,"Party, Candidate or Ballot Question Commitee"
1401,23176,16CAC02189,CAC,Candidate Committee,BILL POSPICHAL FOR NRD,,,,,,,,20915 WEST CENTER ROAD,ELKHORN,NE,68022,,1,25322,False,PCB,"Party, Candidate or Ballot Question Commitee"
1402,23177,16CAC02190,CAC,Candidate Committee,JAY SCHULZ FOR NPPD BOARD,,,,,,,,1047 LAKEVIEW LANE,BEATRICE,NE,68310,,1,25324,False,PCB,"Party, Candidate or Ballot Question Commitee"
1403,23178,16CAC02191,CAC,Candidate Committee,BRIAN ZUGER FOR COUNTY COMMISSIONER DISTRICT3,1.0,,,,,,,NOT REGISTER,BELLEVUE,NE,68005,,1,25232,False,PCB,"Party, Candidate or Ballot Question Commitee"
1404,23179,16CAC02192,CAC,Candidate Committee,PAT SHANNON FOR BELLEVUE CITY COUNCIL AT LRG,1.0,,,,,,,NOT REGISTERED,BELLEVUE,NE,68005,,1,49479,False,PCB,"Party, Candidate or Ballot Question Commitee"
1405,23180,16CAC02193,CAC,Candidate Committee,RYAN FOR OPS,,,,,,,,4565 SHIRLEY STREET,OMAHA,NE,68106,,1,25330,False,PCB,"Party, Candidate or Ballot Question Commitee"
1406,23181,16CAC02194,CAC,Candidate Committee,CAROL KREJCI FOR SCHOOL BOARD,1.0,,,,,,,4420 OAK ST,OMAHA,NE,68105,,1,25331,False,PCB,"Party, Candidate or Ballot Question Commitee"
1407,23182,16CAC02195,CAC,Candidate Committee,BRYON UECKERT PAPIO-MISSOURI RIVER NRD ),1.0,,,,,,,NOT REGISTERED,VALLEY,NE,68064,,1,25333,False,PCB,"Party, Candidate or Ballot Question Commitee"
1408,23183,16CAC02196,CAC,Candidate Committee,BRAD ASHBY OPPD - 5,1.0,,,,,,,NOT REGISTERED,OMAHA,NE,68114,,1,25154,False,PCB,"Party, Candidate or Ballot Question Commitee"
1409,23184,16CAC02197,CAC,Candidate Committee,PAUL ANDERSON OPPD - 5,1.0,,,,,,,NOT REGISTERED,OMAHA,NE,68132,,1,43254,False,PCB,"Party, Candidate or Ballot Question Commitee"
1410,23185,16CAC02198,CAC,Candidate Committee,DON KROUPA OPPD - 5,1.0,,,,,,,NOT REGISTERED,OMAHA,NE,68154,,1,16699,False,PCB,"Party, Candidate or Ballot Question Commitee"
1411,23186,16CAC02199,CAC,Candidate Committee,JIM KUSEK MUD BOARD,1.0,,,,,,,NOT REGISTERED,OMAHA,NE,68127,,1,25334,False,PCB,"Party, Candidate or Ballot Question Commitee"
1412,23187,16CAC02200,CAC,Candidate Committee,FRIENDS OF THOMAS BURNS,,,,,,,,2401 VAN BUREN STREET,BELLEVUE,NE,68005,,1,25336,False,PCB,"Party, Candidate or Ballot Question Commitee"
1413,23188,16CAC02201,CAC,Candidate Committee,BEN PERLMAN FOR OPS,,,,,,,,5001 PARKER STREET,OMAHA,NE,68132,,1,25337,False,PCB,"Party, Candidate or Ballot Question Commitee"
1414,23189,16CAC02202,CAC,Candidate Committee,MCLAUGHLIN FOR CITY COUNCIL,,,,,,,,2041 S 18TH STREET,LINCOLN,NE,68502,,1,25335,False,PCB,"Party, Candidate or Ballot Question Commitee"
1415,23190,16CAC02203,CAC,Candidate Committee,MELODY VACCARO FOR LEGISLATURE,1.0,,,,,,,NOT REGISTERED,LINCOLN,NE,68516,,1,25203,False,PCB,"Party, Candidate or Ballot Question Commitee"
1416,23191,16CAC02205,CAC,Candidate Committee,SCHULTE FOR STATE SCHOOL BOARD,,,,,,,,8630 RUTHERFORD DRIVE,LINCOLN,NE,68526,,1,25206,False,PCB,"Party, Candidate or Ballot Question Commitee"
1417,23192,16CAC02206,CAC,Candidate Committee,MARTA NIEVES,1.0,,,,,,,NOT REGISTERED,BELLEVUE,NE,68123,,1,25332,False,PCB,"Party, Candidate or Ballot Question Commitee"
1418,23193,16CAC02207,CAC,Candidate Committee,KLUG FOR BELLEVUE CITY COUNCIL - NR,,,,,,,,2720 LLYOD STREET,BELLEVUE,NE,68005,,1,25347,False,PCB,"Party, Candidate or Ballot Question Commitee"
1419,23194,16CAC02208,CAC,Candidate Committee,CITIZENS FOR KATHY DUVAL,,,,,,,,805 N LINCOLN AVENUE,HASTINGS,NE,68901,,1,25351,False,PCB,"Party, Candidate or Ballot Question Commitee"
1420,23195,16CAC02209,CAC,Candidate Committee,MELLO FOR MAYOR,,,,,,,,5315 B STREET,OMAHA,NE,68106,1.0,1,6378,False,PCB,"Party, Candidate or Ballot Question Commitee"
1421,23197,16CAC02211,CAC,Candidate Committee,CAROL HAHN FOR LEARNING COMMUNITY,,,,,,,,1403 FARNAM ST. #1200,OMAHA,NE,68102,1.0,1,25359,False,PCB,"Party, Candidate or Ballot Question Commitee"
1422,23198,16CAC02212,CAC,Candidate Committee,JOHNSON 4 NPPD,,,,,,,,57325 - 838 1/2 ROAD,PILGER,NE,68768,,1,45234,False,PCB,"Party, Candidate or Ballot Question Commitee"
1423,23199,16CAC02213,CAC,Candidate Committee,GATES FOR OPS,,,1.0,,,,,2612 N 97TH AVENUE,OMAHA,NE,68134,,1,25364,False,PCB,"Party, Candidate or Ballot Question Commitee"
1424,23201,16CAC02215,CAC,Candidate Committee,SARPY COUNTY CANDIDATES,1.0,,,,,,,NOT REGISTERED,PAPILLION,NE,68046,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1425,23202,16CAC02216,CAC,Candidate Committee,ZUGER 4 SARPY COMMITTEE,,,,,,,,4215 BARKSDALE CIRCLE,BELLEVUE,NE,68123,,1,25232,False,PCB,"Party, Candidate or Ballot Question Commitee"
1426,23203,16CAC02217,CAC,Candidate Committee,GARY HELLERICH FOR LOWER PLATTE SOUTH NRD 01,,,,,,,,NOT A REGISTERED COMMITTEE,VALPARAISO,NE,68065,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1427,23205,16CAC02219,CAC,Candidate Committee,ROGER GARCIA FOR COUNTY COMMISSION,,,,,,,,2566 FARNAM STREET SUITE 301,OMAHA,NE,68131,,1,30644,False,PCB,"Party, Candidate or Ballot Question Commitee"
1428,23208,16CAC02222,CAC,Candidate Committee,MICHELLE NEKUDA METRO BOARD OF GOVERNORS,1.0,,,,,,,NOT REGISTERED,OMAHA,NE,68111,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1429,23209,16CAC02224,CAC,Candidate Committee,TED JAPP PAPIO-MISSOURI RIVER NRD#1 NOT REGISTERED,,,,,,,,NOT REGISTERED,OMAHA,NE,68111,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1430,23210,16CAC02225,CAC,Candidate Committee,CURT FROST PAPIO-MISSOURI RIVER NRD#3,1.0,,,,,,,NOT REGISTERED,SOMEWHERE,NE,00000-0000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1431,23211,16CAC02226,CAC,Candidate Committee,PATRICIA HANNAN PAPIO-MISSOURI RIVER NRD#7,1.0,,,,,,,NOT REGISTERED,SOMEWHERE,NE,00000-0000,,1,48054,False,PCB,"Party, Candidate or Ballot Question Commitee"
1432,23212,16CAC02227,CAC,Candidate Committee,FRIENDS OF PATRICK BONNETT,,,,,,,,PO BOX 45716,OMAHA,NE,68145,1.0,1,15282,False,PCB,"Party, Candidate or Ballot Question Commitee"
1433,23213,16CAC02228,CAC,Candidate Committee,MARK GRUENEWALD PAPIO-MISSOURI RIVER NRD#9,1.0,,,,,,,NOT REGISTERED,SOMEWHERE,NE,00000-0000,,1,32116,False,PCB,"Party, Candidate or Ballot Question Commitee"
1434,23214,16CAC02229,CAC,Candidate Committee,RON WOODLE PAPIO-MISSOURI RIVER NRD#11,1.0,,,,,,,NOT REGISTERED,SOMEWHERE,NE,00000-0000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1435,23215,16CAC02230,CAC,Candidate Committee,JOHN B WIESE PAPIO-MISSOURI RIVER NRD#11,1.0,,,,,,,NOT REGISTERED,SOMEWHERE,NE,00000-0000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1436,23216,16CAC02231,CAC,Candidate Committee,JIM TIMMERMAN GRETNA MAYOR,,,,,,,,NOT REGISTERED,SOMEWHERE,NE,00000-0000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1437,23217,16CAC02232,CAC,Candidate Committee,LOGAN R HERRING GRETNA CITY COUNCIL,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1438,23218,16CAC02233,CAC,Candidate Committee,KIP EDMUNDS GRETNA CITY COUNCIL,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1439,23219,16CAC02234,CAC,Candidate Committee,JASON L GAINES PAPILLION CITY COUNCIL,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1440,23220,16CAC02235,CAC,Candidate Committee,CHRISTOPHER MCMEEKIN PAPILLION CITY COUNCIL,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1441,23221,16CAC02236,CAC,Candidate Committee,ERICK BERANEK ASHLAND GREENWOOD BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1442,23222,16CAC02237,CAC,Candidate Committee,KEVIN GARNER ASHLAND GREENWOOD BOARD OF ED (NE),,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1443,23223,16CAC02238,CAC,Candidate Committee,DAVID NYGREN ASHLAND GREENWOOD BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1444,23224,16CAC02239,CAC,Candidate Committee,SUZANNE SAPP ASHLAND GREENWOOD BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1445,23225,16CAC02240,CAC,Candidate Committee,DOUG COOK BELLEVUE BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1446,23226,16CAC02241,CAC,Candidate Committee,PHIL DAVIDSON BELLEVUE BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1447,23227,16CAC02242,CAC,Candidate Committee,CASEY PUTNEY BELLEVUE BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1448,23228,16CAC02243,CAC,Candidate Committee,ASHLEY CHRISTENSEN LOUISVILLE BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1449,23229,16CAC02244,CAC,Candidate Committee,MARGARET MINCHOW LOUISVILLE BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1450,23230,16CAC02245,CAC,Candidate Committee,JONATHAN SIMON LOUISVILLE BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1451,23231,16CAC02246,CAC,Candidate Committee,JOHN WINKLER LOUISVILLE BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1452,23232,16CAC02247,CAC,Candidate Committee,JEREMY KINSEY PAPILLION BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1453,23233,16CAC02248,CAC,Candidate Committee,CHARLES ZURCHER PAPILLION BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1454,23234,16CAC02249,CAC,Candidate Committee,BRENDA SHERMAN SPRINGFIELD BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1455,23235,16CAC02250,CAC,Candidate Committee,ROBERT ICENOGLE SPRINGFIELD BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1456,23236,16CAC02251,CAC,Candidate Committee,KYLE FISHER SPRINGFIELD BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1457,23237,16CAC02252,CAC,Candidate Committee,LISA ROSELAND SPRINGFIELD BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1458,23238,16CAC02253,CAC,Candidate Committee,KRAIG KINGSTON SPRINGFIELD BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1459,23239,16CAC02254,CAC,Candidate Committee,DALE E TENEYCK VALLEY MAYOR / NOT REGISTERED,,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1460,23240,16CAC02255,CAC,Candidate Committee,JOE PILIUS RALSTON CITY COUNCIL / NOT REGISTERED,,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1461,23241,16CAC02256,CAC,Candidate Committee,BONNIE BEVINGTON VALLEY CITY COUNCIL,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1462,23242,16CAC02257,CAC,Candidate Committee,KARINE MENTZER VALLEY CITY COUNCIL,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1463,23243,16CAC02258,CAC,Candidate Committee,CINDY GROVE VALLEY CITY COUNCIL,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1464,23244,16CAC02259,CAC,Candidate Committee,MATT O'DANIEL ARLINGTON BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1465,23245,16CAC02260,CAC,Candidate Committee,JESSICA SCHEER ARLINGTON BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1466,23246,16CAC02261,CAC,Candidate Committee,J.P. RHEA ARLINGTON BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1467,23247,16CAC02262,CAC,Candidate Committee,KARA NUEVERTH BENNINGTON BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1468,23248,16CAC02263,CAC,Candidate Committee,BOB BRUHN BENNINGTON BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1469,23249,16CAC02264,CAC,Candidate Committee,RON RIGGLE ELKHORN BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1470,23250,16CAC02265,CAC,Candidate Committee,JOHN T MARASCO ELKHORN BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1471,23251,16CAC02266,CAC,Candidate Committee,DON BACON FOR CONGRESS,,,,,,,,PO BOX 39168,OMAHA,NE,68139,1.0,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1472,23252,16CAC02267,CAC,Candidate Committee,RENEE VOKT ELKHORN BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1473,23253,16CAC02268,CAC,Candidate Committee,MIKE OVERKAMP RALSTON BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1474,23254,16CAC02269,CAC,Candidate Committee,JEFF ZDAN RALSTON BOARD OF ED,1.0,,,,,,,NOT REGISTERED,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1475,23255,16CAC02270,CAC,Candidate Committee,BRIAN WHITECALF FOR HALL COUNTY,,,,,,,,2716 W. 5TH STREET,GRAND ISLAND,NE,68803,,1,22058,False,PCB,"Party, Candidate or Ballot Question Commitee"
1476,23257,16CAC02273,CAC,Candidate Committee,THOMPSON FOR NPPD,,,,,,,,1820 JEFFERSON,BEATRICE,NE,68310,,1,43449,False,PCB,"Party, Candidate or Ballot Question Commitee"
1477,23258,16CAC02274,CAC,Candidate Committee,LARRY BRADLEY FOR NRD # 3,,,,,,,,6068 COUNTRY CLUB OAKS PLACE,OMAHA,NE,68152,,1,9104,False,PCB,"Party, Candidate or Ballot Question Commitee"
1478,23259,16CAC02275,CAC,Candidate Committee,STEVE BARR FOR SCHOOL BOARD D),1.0,,,,,,,NOT REGISTERED,PLATTSMOUTH,NE,68048,,1,25369,False,PCB,"Party, Candidate or Ballot Question Commitee"
1479,23260,16CAC02276,CAC,Candidate Committee,FRIENDS FOR MICHAEL YOUNG,,,,,,,,8425 SHEFFIELD STREET,OMAHA,NE,68122,,1,25370,False,PCB,"Party, Candidate or Ballot Question Commitee"
1480,23261,16CAC02277,CAC,Candidate Committee,OSTENDORF FOR CITY COUNCIL,,,,,,,,512 N ELDER,NORTH PLATTE,NE,69101,,1,22019,False,PCB,"Party, Candidate or Ballot Question Commitee"
1481,23264,16CAC02280,CAC,Candidate Committee,BOB FEIT FOR SCC BOARD - NOT REGISTERED,,,,,,,,NOT A REGISTERED COMMITTEE,LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1482,23267,16CAC02283,CAC,Candidate Committee,GARY MIXAN FOR SARPY COUNTY COMMISSIONER - NR,,,,,,,,3826 GILES RD,LAVISTA,NE,68147,,1,25244,False,PCB,"Party, Candidate or Ballot Question Commitee"
1483,23271,16CAC02288,CAC,Candidate Committee,HARDING FOR COUNCIL,,,,,,,,2122 SOUTH 109TH STREET,OMAHA,NE,68144,1.0,1,25373,False,PCB,"Party, Candidate or Ballot Question Commitee"
1484,23273,16CAC02290,CAC,Candidate Committee,ROYAL FOR MAYOR,,,,,,,,2211 S. 64TH PLAZA #330,OMAHA,NE,68106,,1,25371,False,PCB,"Party, Candidate or Ballot Question Commitee"
1485,23274,16CAC02292,CAC,Candidate Committee,SARAH WILSON FOR NRD LOWER PLATTE SOUTH #2,1.0,,,,,,,,LINCOLN,NE,68506,,1,25376,False,PCB,"Party, Candidate or Ballot Question Commitee"
1486,23275,16CAC02293,CAC,Candidate Committee,BRUCE JOHNSON NRD LOWER PLATTE SOUTH # 5,1.0,,,,,,,,LINCOLN,NE,68506,,1,25377,False,PCB,"Party, Candidate or Ballot Question Commitee"
1487,23276,16CAC02295,CAC,Candidate Committee,CHELSEA JOHNSON NRD LOWER PLATTE SOUTH #7,1.0,,,,,,,,LINCOLN,NE,68506,,1,25378,False,PCB,"Party, Candidate or Ballot Question Commitee"
1488,25384,16IRC00522,IRC,Independent Reporting Committee,OUR CHILDREN OUR SCHOOLS CHARTER PAC`,,,,,,,,849 S 93RD STREET,OMAHA,NE,68114,1.0,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1489,25385,16IRC00523,IRC,Independent Reporting Committee,CITIZENS FOR A BETTER TOMORROW,,,,,,,,1327 H ST. #300,LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1490,25386,16IRC00524,IRC,Independent Reporting Committee,SURVEY NEBRASKA 2016,,,,,,,,1327 H STREET STE 300,LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1491,25387,16IRC00528,IRC,Independent Reporting Committee,NEBRASKANS FOR COMMON GROUND,,,,,,,,2436 N 48TH STREET,LINCOLN,NE,68504,1.0,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1492,25388,16IRC00529,IRC,Independent Reporting Committee,NEBRASKANS FOR TRANSPARENCY,,,,,,,,1730 B STREET #11,LINCOLN,NE,68502,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1493,25389,16IRC00531,IRC,Independent Reporting Committee,NEBRASKANS FOR FISCAL RESPONSIBILITY,,,,,,,,1709 BEDLOE COURT,LINCOLN,NE,68505,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1494,25390,16IRC00533,IRC,Independent Reporting Committee,NEBRASKA 150 CELEBRATION,1.0,,,,,,,"201 NORTH 8TH STREET, SUITE 215",LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1495,25392,16PAC00186,PAC,Political Action Committee,NE LEAGUE OF CONSERVATION VOTERS,1.0,,,,,,,6500 HOLDREGE STREET (NOT A REGISTERED COMMITTEE),LINCOLN,NE,68505,,1,-10,False,PAC,Political Action Committee
